horizon,target,model,uses_covariates,n_covariates,covariates,predictor_id,mean_crps,n_scores,n_predictions,skipped_origins,dir_precision_up,dir_recall_up,dir_f1_up,dir_accuracy,dir_roc_auc_prob_up,dir_n_eval
1,tsx_logret_1b,darts_lightgbm,False,0,—,darts_lightgbm,0.0038188047502608373,51,51,1,0.6511627906976745,0.875,0.7466666666666667,0.6274509803921569,0.511513157894737,51
1,tsx_logret_1b,darts_lightgbm_cov,False,0,—,darts_lightgbm_cov,0.003844543285805102,48,48,1,0.5853658536585366,0.8275862068965517,0.6857142857142857,0.5416666666666666,0.4537205081669691,48
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws_cov[gemini-3.1-flash-lite-preview],True,11,"tsx_vix_level_l1b, tsx_vix_log_ret_1b_l1b, tsx_wti_oil_log_ret_1b_l1b, tsx_gold_log_ret_1b_l1b, tsx_usdcad_log_ret_1b_l1b, tsx_sp500_log_ret_1b_l1b, tsx_us10y_level_l1b, tsx_boc_policy_rate_l1b, tsx_goc10y_level_l1b, tsx_ca_cpi_mom_logdiff_l1b, tsx_ca_unemployment_l1b",llmp_quantile_grid_tsx_ws_cov[gemini-3.1-flash-lite-preview],0.0039771057205892696,51,51,1,0.6,0.84375,0.7012987012987013,0.5490196078431373,0.3873355263157895,51
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws_cov[gemini-3.5-flash],True,11,"tsx_vix_level_l1b, tsx_vix_log_ret_1b_l1b, tsx_wti_oil_log_ret_1b_l1b, tsx_gold_log_ret_1b_l1b, tsx_usdcad_log_ret_1b_l1b, tsx_sp500_log_ret_1b_l1b, tsx_us10y_level_l1b, tsx_boc_policy_rate_l1b, tsx_goc10y_level_l1b, tsx_ca_cpi_mom_logdiff_l1b, tsx_ca_unemployment_l1b",llmp_quantile_grid_tsx_ws_cov[gemini-3.5-flash],0.0039837560716769384,51,51,1,0.6274509803921569,1.0,0.7710843373493976,0.6274509803921569,0.5633223684210527,51
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws_cov[claude-sonnet-4-6],True,11,"tsx_vix_level_l1b, tsx_vix_log_ret_1b_l1b, tsx_wti_oil_log_ret_1b_l1b, tsx_gold_log_ret_1b_l1b, tsx_usdcad_log_ret_1b_l1b, tsx_sp500_log_ret_1b_l1b, tsx_us10y_level_l1b, tsx_boc_policy_rate_l1b, tsx_goc10y_level_l1b, tsx_ca_cpi_mom_logdiff_l1b, tsx_ca_unemployment_l1b",llmp_quantile_grid_tsx_ws_cov[claude-sonnet-4-6],0.003986520114621092,51,51,1,0.6190476190476191,0.8125,0.7027027027027027,0.5686274509803921,0.4383223684210527,51
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws[claude-sonnet-5],False,0,—,llmp_quantile_grid_tsx_ws[claude-sonnet-5],0.004045008860068231,51,51,1,0.5957446808510638,0.875,0.7088607594936709,0.5490196078431373,0.5814144736842105,51
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws[gemini-3.1-flash-lite-preview],False,0,—,llmp_quantile_grid_tsx_ws[gemini-3.1-flash-lite-preview],0.004053215133266942,51,51,1,0.625,0.9375,0.75,0.6078431372549019,0.4366776315789474,51
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws_cov[claude-sonnet-5],True,11,"tsx_vix_level_l1b, tsx_vix_log_ret_1b_l1b, tsx_wti_oil_log_ret_1b_l1b, tsx_gold_log_ret_1b_l1b, tsx_usdcad_log_ret_1b_l1b, tsx_sp500_log_ret_1b_l1b, tsx_us10y_level_l1b, tsx_boc_policy_rate_l1b, tsx_goc10y_level_l1b, tsx_ca_cpi_mom_logdiff_l1b, tsx_ca_unemployment_l1b",llmp_quantile_grid_tsx_ws_cov[claude-sonnet-5],0.004065906971319372,51,51,1,0.6388888888888888,0.71875,0.6764705882352942,0.5686274509803921,0.4736842105263158,51
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws_cov[gpt-5.4],True,11,"tsx_vix_level_l1b, tsx_vix_log_ret_1b_l1b, tsx_wti_oil_log_ret_1b_l1b, tsx_gold_log_ret_1b_l1b, tsx_usdcad_log_ret_1b_l1b, tsx_sp500_log_ret_1b_l1b, tsx_us10y_level_l1b, tsx_boc_policy_rate_l1b, tsx_goc10y_level_l1b, tsx_ca_cpi_mom_logdiff_l1b, tsx_ca_unemployment_l1b",llmp_quantile_grid_tsx_ws_cov[gpt-5.4],0.004069983336656044,51,51,1,0.7058823529411765,0.375,0.4897959183673469,0.5098039215686274,0.5049342105263158,51
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws[gemini-3.5-flash],False,0,—,llmp_quantile_grid_tsx_ws[gemini-3.5-flash],0.004071218890007783,51,51,1,0.6274509803921569,1.0,0.7710843373493976,0.6274509803921569,0.5814144736842105,51
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws[claude-sonnet-4-6],False,0,—,llmp_quantile_grid_tsx_ws[claude-sonnet-4-6],0.004122612930165998,51,51,1,0.6341463414634146,0.8125,0.7123287671232876,0.5882352941176471,0.4276315789473684,51
1,tsx_logret_1b,llmp_quantile_grid_tsx_ws[gpt-5.4],False,0,—,llmp_quantile_grid_tsx_ws[gpt-5.4],0.004139771220295462,51,51,1,0.6470588235294118,0.34375,0.4489795918367347,0.47058823529411764,0.48519736842105265,51
1,tsx_logret_1b,agent_predictor_tsx_analyst_news_claude-sonnet-4-6_continuous,False,0,—,agent_predictor_tsx_analyst_news_claude-sonnet-4-6_continuous,0.004294926465116965,51,51,1,0.6,0.75,0.6666666666666666,0.5294117647058824,0.46792763157894746,51
1,tsx_logret_1b,darts_ets,False,0,—,darts_ets,0.004400406054998839,51,51,1,0.7096774193548387,0.6875,0.6984126984126984,0.6274509803921569,0.600328947368421,51
1,tsx_logret_1b,darts_kalman,False,0,—,darts_kalman,0.004419639871797083,51,51,1,0.6666666666666666,0.4375,0.5283018867924528,0.5098039215686274,0.5296052631578947,51
1,tsx_logret_1b,darts_autoarima,False,0,—,darts_autoarima,0.00446635510294279,51,51,1,0.72,0.5625,0.631578947368421,0.5882352941176471,0.6101973684210527,51
1,tsx_logret_1b,last_value_naive,False,0,—,last_value_naive,0.007819300217993451,51,51,1,0.6428571428571429,0.5625,0.6,0.5294117647058824,0.518092105263158,51
5,tsx_logret_5b,llmp_quantile_grid_tsx_ws_cov[claude-sonnet-5],True,11,"tsx_vix_level_l1b, tsx_vix_log_ret_1b_l1b, tsx_wti_oil_log_ret_1b_l1b, tsx_gold_log_ret_1b_l1b, tsx_usdcad_log_ret_1b_l1b, tsx_sp500_log_ret_1b_l1b, tsx_us10y_level_l1b, tsx_boc_policy_rate_l1b, tsx_goc10y_level_l1b, tsx_ca_cpi_mom_logdiff_l1b, tsx_ca_unemployment_l1b",llmp_quantile_grid_tsx_ws_cov[claude-sonnet-5],0.00845812116977527,47,47,5,0.8333333333333334,0.6944444444444444,0.7575757575757576,0.6595744680851063,0.702020202020202,47
5,tsx_logret_5b,darts_lightgbm,False,0,—,darts_lightgbm,0.009649174238744607,47,47,5,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.7021276595744681,0.4873737373737374,47
5,tsx_logret_5b,llmp_quantile_grid_tsx_ws_cov[claude-sonnet-4-6],True,11,"tsx_vix_level_l1b, tsx_vix_log_ret_1b_l1b, tsx_wti_oil_log_ret_1b_l1b, tsx_gold_log_ret_1b_l1b, tsx_usdcad_log_ret_1b_l1b, tsx_sp500_log_ret_1b_l1b, tsx_us10y_level_l1b, tsx_boc_policy_rate_l1b, tsx_goc10y_level_l1b, tsx_ca_cpi_mom_logdiff_l1b, tsx_ca_unemployment_l1b",llmp_quantile_grid_tsx_ws_cov[claude-sonnet-4-6],0.009687325217474358,47,47,5,0.775,0.8611111111111112,0.8157894736842105,0.7021276595744681,0.7171717171717171,47
5,tsx_logret_5b,llmp_quantile_grid_tsx_ws[claude-sonnet-4-6],False,0,—,llmp_quantile_grid_tsx_ws[claude-sonnet-4-6],0.009781062518563727,47,47,5,0.8,0.8888888888888888,0.8421052631578947,0.7446808510638298,0.6893939393939394,47
5,tsx_logret_5b,llmp_quantile_grid_tsx_ws[gpt-5.4],False,0,—,llmp_quantile_grid_tsx_ws[gpt-5.4],0.009900714817977323,47,47,5,0.7727272727272727,0.4722222222222222,0.5862068965517241,0.48936170212765956,0.5227272727272727,47
5,tsx_logret_5b,darts_lightgbm_cov,False,0,—,darts_lightgbm_cov,0.009907713037677894,44,44,5,0.717948717948718,0.8484848484848485,0.7777777777777778,0.6363636363636364,0.36363636363636365,44
